1.50146,0.764077,0.587437,0.337236,0.308569,0.289187,0.340079,0.258526,0.163204,0.0555673,0.0583124,0.0560047
1.64485,0.502709,0.473473,0.19596,0.203904,0.250051,0.357338,0.148525,0.158976,0.131084,0.0769448,0.0644724
1.85353,0.293255,0.572549,0.136108,0.172726,0.244264,0.393011,0.0605813,0.139008,0.0826084,0.0581325,0.136566
1.84748,0.421397,0.676089,0.197164,0.257525,0.287211,0.413004,0.106572,0.127893,0.0540455,0.0294948,0.113958
1.74475,0.779065,0.631142,0.357918,0.405097,0.384174,0.377215,0.241605,0.16586,0.0269108,0.0675183,0.0786831
1.6031,0.80855,0.559119,0.378098,0.351114,0.402813,0.340869,0.252012,0.218737,0.0448678,0.0532937,0.0672148
1.51326,0.845194,0.558149,0.346861,0.310803,0.317581,0.32171,0.272473,0.232505,0.109347,0.0159829,0.0446851
1.8114,0.817937,0.68491,0.131299,0.159452,0.2309,0.378484,0.336179,0.213676,0.162692,0.0356862,-0.0129675
1.77055,0.814109,0.707117,0.168683,0.147233,0.259539,0.277936,0.353721,0.284049,0.155041,0.0537208,0.00850348
1.6705,0.785684,0.781723,0.112937,0.116954,0.24585,0.204576,0.359084,0.342327,0.106565,0.0860161,0.035578
1.53597,0.797244,0.567809,0.183301,0.190842,0.239144,0.273183,0.27938,0.298159,0.163693,0.0140353,0.024445
1.73743,0.790211,0.516585,0.112544,0.187449,0.250268,0.453262,0.129966,0.276801,0.282998,-0.0391935,0.0149977
1.66614,0.72581,0.60743,0.132459,0.108258,0.28681,0.423706,0.21468,0.247426,0.187048,-0.0177317,-0.00126265
1.84348,0.591466,0.675052,-0.0953106,0.0617025,0.360197,0.456824,0.189271,0.148649,0.121524,-0.0260828,0.0234393
1.65942,0.554969,0.597705,-0.115254,0.174336,0.387021,0.348438,0.201295,0.124408,0.116475,0.0491023,0.0632129
1.63538,0.59171,0.600737,-0.171298,0.212995,0.26544,0.335261,0.184831,0.222668,0.138979,0.0494207,0.0999909
1.39989,0.784285,0.396316,-0.255585,0.356467,0.343481,0.326265,0.125021,0.243424,0.0898921,0.071945,0.140741
1.51467,0.716935,0.38416,-0.237903,0.274446,0.37711,0.343992,0.159685,0.243077,0.0416624,0.0641003,0.11357
1.57413,0.544979,0.522926,-0.0974524,0.231608,0.326413,0.248888,0.320417,0.257382,-0.0258778,0.0800939,0.0399812
1.51049,0.547355,0.53205,0.005758,0.173737,0.192626,0.375665,0.203586,0.249186,0.0467353,0.0754674,0.0739205
1.47484,0.419462,0.516747,-0.00516829,0.216614,0.235622,0.380524,0.0749782,0.166401,0.0408044,0.130913,0.146203
1.59784,0.481714,0.442589,-0.0101452,0.217042,0.387424,0.345916,0.145038,0.159853,0.00410159,0.0706275,0.107045
1.72409,0.511408,0.491721,-0.168393,0.169651,0.418428,0.37595,0.174922,0.174148,0.030234,-0.00197232,0.0836586
1.58605,0.680528,0.462529,-0.166864,0.238817,0.318719,0.387307,0.206817,0.236217,0.150365,-0.0545822,0.0298643
1.70511,0.693244,0.368059,-0.296123,0.259329,0.332632,0.472502,0.17064,0.13922,0.151125,-0.0541798,0.0930082
1.68038,0.591718,0.354597,-0.0556395,0.0742446,0.319091,0.502092,0.14414,0.151454,0.0644998,0.0308605,0.056297
1.66161,0.610399,0.312812,-0.0759034,-0.0200151,0.355055,0.468477,0.159344,0.24095,0.068248,0.0311761,0.0347463
1.66246,0.684637,0.370198,-0.152305,0.0450697,0.372125,0.42907,0.211221,0.201837,0.113743,-0.0132849,0.0238579
1.78726,0.660585,0.298292,-0.136507,0.0495869,0.389672,0.479211,0.176275,0.227004,0.1375,-0.0245636,0.0270417
1.94139,0.584805,0.234341,-0.180748,0.0982051,0.38282,0.529477,0.13064,0.213263,0.108623,-0.0286292,0.0505971
1.82063,0.680753,0.227242,-0.221917,0.106709,0.432259,0.498318,0.152194,0.201732,0.100694,-0.0340749,0.0646377
2.00783,0.722015,0.180469,-0.344065,0.190167,0.470555,0.517079,0.177453,0.153556,0.0730677,-0.0451294,0.091693
2.06376,0.75946,0.131507,-0.273501,0.0833295,0.506013,0.548661,0.173674,0.159488,0.0621881,-0.056971,0.0729175
2.10476,0.70013,0.151684,-0.285115,0.054394,0.527828,0.498139,0.186605,0.168197,0.0503411,-0.0643509,0.0501396
2.02231,0.652015,0.134294,-0.319026,0.147152,0.510326,0.486894,0.186309,0.170777,0.0363477,-0.0486204,0.0557454
2.14332,0.494678,0.101382,-0.312339,0.194386,0.490078,0.502806,0.151772,0.175586,0.005296,-0.0459033,0.0743853
2.17482,0.426212,0.0879883,-0.271258,0.214302,0.540319,0.489942,0.106669,0.175737,-0.0158564,-0.0620924,0.0760026
2.04712,0.465264,0.109497,-0.213973,0.17034,0.617635,0.470867,0.0962442,0.16078,-0.016892,-0.0754574,0.0651837
2.11309,0.333672,0.0930469,-0.176565,0.109256,0.676329,0.463462,0.0395247,0.181636,-0.0204907,-0.103469,0.0824081
2.04434,0.276554,0.0819679,-0.117354,0.148445,0.643942,0.444226,0.0348344,0.196384,-0.00534689,-0.092065,0.0630453
1.02809,0.686416,0.66169,0.373558,0.4592,0.284377,0.303393,0.141683,0.187551,0.0922688,0.053994,0.106105
1.21008,0.725714,0.593943,0.410962,0.410478,0.274747,0.262489,0.200621,0.123729,0.122515,0.0586949,0.0746179
1.38753,0.853391,0.695986,0.448844,0.467179,0.348749,0.311246,0.171716,0.106322,0.143266,0.0648456,0.0692559
1.35709,0.820219,0.62769,0.478134,0.398605,0.343835,0.296302,0.204168,0.155714,0.110193,0.0688784,0.0755023
1.55995,0.923361,0.792432,0.488197,0.410832,0.329254,0.307228,0.260542,0.147962,0.0883123,0.100311,0.0655205
1.4102,0.84768,0.676441,0.510568,0.454678,0.360251,0.291386,0.218042,0.150516,0.105936,0.0789291,0.0729212
1.57461,0.962218,0.677214,0.491687,0.525543,0.389,0.341723,0.18839,0.102464,0.0973182,0.105709,0.0756639
1.44076,0.863117,0.620464,0.495235,0.438061,0.356611,0.307611,0.210159,0.150491,0.101699,0.073649,0.0720429
1.72264,0.94677,0.547001,0.491643,0.516758,0.429227,0.308482,0.186369,0.185124,0.0401046,0.112025,0.0763155
1.47198,0.79965,0.570886,0.498845,0.461003,0.385619,0.302599,0.212926,0.19753,0.105058,0.0556638,0.0767656
1.65032,0.601701,0.544395,0.62803,0.482876,0.333779,0.29102,0.223295,0.328854,0.13951,-0.014117,0.0528223
1.52512,0.594073,0.585623,0.597752,0.461975,0.331925,0.316557,0.281162,0.209662,0.0919566,0.0380553,0.0942255
1.56311,0.426121,0.701249,0.619291,0.385991,0.220127,0.319805,0.334514,0.181277,0.0522143,0.0397651,0.106806
1.3968,0.541145,0.589301,0.641046,0.42224,0.172609,0.322077,0.356353,0.153812,0.0295935,0.0581268,0.130078
1.2891,0.480627,0.536116,0.690482,0.454801,0.171752,0.32159,0.3423,0.0941388,-0.00461544,0.101572,0.150663
1.13027,0.615129,0.499534,0.74433,0.265865,0.181345,0.533407,0.18418,0.254075,-0.0266285,0.0930037,0.0750578
0.983118,0.563931,0.536325,0.717647,0.160274,0.128639,0.536788,0.13478,0.248656,-0.00499773,0.0825281,0.0568829
