2.53693,0.710885,0.0682458,-0.00152842,0.39454,0.231897,-0.264733,-0.216074,0.0855249,-0.236371,-0.155343,-0.207128
2.52832,0.688822,0.121111,0.0162505,0.365925,0.251234,-0.333761,-0.137535,0.0640666,-0.257064,-0.162667,-0.193056
2.49494,0.723646,0.137819,-0.0151886,0.396966,0.206572,-0.305874,-0.147934,0.0767932,-0.28003,-0.164644,-0.208985
2.42591,0.680132,0.124404,0.0459849,0.414032,0.172743,-0.267055,-0.194467,0.0983447,-0.217386,-0.147374,-0.190453
2.52755,0.620282,0.120137,0.114346,0.331702,0.171398,-0.248735,-0.1998,0.0865362,-0.208392,-0.194904,-0.164702
2.76174,0.766374,-0.0251154,0.179399,0.528443,-0.0268145,-0.0113765,-0.143277,-0.0168291,-0.236141,-0.293294,-0.113515
2.52819,0.823982,0.0960105,0.158357,0.496076,0.0475717,-0.0363082,-0.119634,0.0258646,-0.319762,-0.263135,-0.133061
2.47876,0.864837,0.160375,0.164031,0.392058,0.0445818,-0.0336266,-0.064913,-0.0621133,-0.282399,-0.197949,-0.0870702
2.57273,0.825614,0.129546,0.184574,0.469685,0.051321,0.00269222,-0.0724976,-0.0396391,-0.271366,-0.238568,-0.100865
2.66755,0.816365,0.0999749,0.154824,0.56548,0.0618247,0.0460147,-0.174428,0.0227951,-0.250512,-0.26937,-0.130711
2.46237,0.76073,0.0269457,0.094659,0.489818,0.0706739,-0.0704274,0.0579908,0.0967979,-0.215405,-0.286702,-0.217226
2.53934,0.849227,-0.0138954,0.0353024,0.610842,-0.109271,0.00456107,0.00531319,0.0440003,-0.151705,-0.372004,-0.175232
2.58851,0.792698,0.0293275,0.0567591,0.579109,-0.111642,-0.0133004,0.0106062,0.0595099,-0.188615,-0.383921,-0.173152
2.57172,0.764816,0.0564935,0.0860179,0.504963,-0.0578589,-0.0651267,0.0262722,0.0852782,-0.237066,-0.348538,-0.181519
2.62272,0.784539,0.0497839,0.110787,0.472685,-0.0183851,-0.0545718,0.00666673,0.101796,-0.275862,-0.365367,-0.208637
2.57016,0.317871,0.0257487,-0.133824,0.402376,0.146516,-0.278745,-0.324631,0.00275525,-0.199094,-0.173683,-0.0704623
2.5711,0.332998,0.0410087,-0.177878,0.414558,0.172576,-0.305528,-0.329158,0.0105063,-0.22081,-0.16753,-0.0690405
2.54282,0.33872,0.0374966,-0.154659,0.416074,0.153514,-0.282146,-0.352001,0.0306373,-0.221212,-0.1826,-0.056924
2.58985,0.350369,0.0142742,-0.11509,0.381325,0.140849,-0.290904,-0.317087,0.00704737,-0.22269,-0.187053,-0.0766186
2.65905,0.342824,0.0155185,-0.0852789,0.336129,0.156178,-0.310029,-0.23841,-0.0118475,-0.237585,-0.192351,-0.0822112
